,Ac_Name,Date_Birth,BPlace,Img,Active_Year,info,WikiLink
325, Cho Hye Jung,1994,South Korea,,,,
326, Jeon Chae Eun,1949,"Cheongdam-dong, Gangnam District, Seoul, South Korea",//en.wikipedia.org/wiki/Special:CentralAutoLogin/start?type=1x1,전채은,"[' (2005-10-15) October 15, 2005 (age\xa017)Namyangju, Gyeonggi Province, South Korea[1]', 'Actress', '2020–present', 'Saram Entertainment', '전채은', '全蔡誾', ""Jeon Ch'ae-eun"", 'Chun Chae-ŭn']",https://en.wikipedia.org/wiki/Jeon_Chae-eun
327, Noh Jong Hyun,,"Cheongju, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/2/20/180806_Noh_Jong-hyun.jpg/220px-180806_Noh_Jong-hyun.jpg,Vibe Actors,"[' (1993-01-16) January 16, 1993 (age\xa029)Busan, South Korea', 'Dongguk University – Theater and Film', 'Actor', '2017–present', 'Vibe Actors', '노종현', 'No Jong-hyeon', 'No Jonghyŏn']",https://en.wikipedia.org/wiki/Noh_Jong-hyun
328, Yoon Jong Hoon,1988,"Daegu, South Korea[2]",//upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Yoon_Jong-hoon_in_2021.png/220px-Yoon_Jong-hoon_in_2021.png,윤종훈,"[' (1984-02-15) February 15, 1984 (age\xa038)Daejeon, South Chungcheong, South Korea', 'Actor', '2006–present', 'KeyEast[1]', '윤종훈', '尹鐘焄', 'Yun Jong-hun', 'Yun Chong-hun', 'Official website']",https://en.wikipedia.org/wiki/Yoon_Jong-hoon
329, Choi Sung Eun,1972,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/7/75/201126_%EC%B5%9C%EC%84%B1%EC%9D%80.jpg/220px-201126_%EC%B5%9C%EC%84%B1%EC%9D%80.jpg,Actress,"[' (1996-06-17) 17 June 1996 (age\xa026)Seoul, South Korea', 'Choi Seong-eun', 'Kaywon High School of Arts\xa0[ko]', 'Korea National University of Arts (Department of Acting)', 'Actress', '2018–present', 'Ace Factory', '161\xa0cm (5\xa0ft 3+1⁄2\xa0in)', '최성은', '崔成垠', 'Choe Seong-eun', ""Ch'oe Sŏng-ŭn""]",https://en.wikipedia.org/wiki/Choi_Sung-eun
330, Cha Ji Yeon,1957,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/5/58/%EC%94%AC%ED%94%8C%EB%A0%88%EC%9D%B4%EB%B9%8C_7%EC%9B%94%ED%98%B8_COVER_STORY_%EB%AE%A4%EC%A7%80%EC%BB%AC_%EB%B0%B0%EC%9A%B0_%EC%B0%A8%EC%A7%80%EC%97%B0_%EC%9D%B8%ED%84%B0%EB%B7%B0_%EC%98%81%EC%83%81.jpg/220px-%EC%94%AC%ED%94%8C%EB%A0%88%EC%9D%B4%EB%B9%8C_7%EC%9B%94%ED%98%B8_COVER_STORY_%EB%AE%A4%EC%A7%80%EC%BB%AC_%EB%B0%B0%EC%9A%B0_%EC%B0%A8%EC%A7%80%EC%97%B0_%EC%9D%B8%ED%84%B0%EB%B7%B0_%EC%98%81%EC%83%81.jpg,2006 – present,"[' (1982-02-22) 22 February 1982 (age\xa040)Daejeon, South Korea', 'Cha Ji-yun', 'Seoul Institute of the Arts (Department of theater)', 'Actress', '2006 – present', 'CLN Company', 'Taxi Driver  Scent of a Woman  Remarriage & Desires', 'Yoon Eun-chae', '1']",https://en.wikipedia.org/wiki/Cha_Ji-yeon
331, Yoon Kyun Sang,1982,South Korea,//upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/30px-Commons-logo.svg.png,윤균상,"[' (1987-03-31) March 31, 1987 (age\xa035)Jeonju, North Jeolla Province, South Korea', 'Actor, model', '2012–present', 'Management A.M.9', '윤균상', 'Yun Gyun-sang', 'Yun Kyunsang']",https://en.wikipedia.org/wiki/Yoon_Kyun-sang
332, Choi Hyun Wook,1974,"Jecheon, North Chungcheong Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Choi_Hyun-wook_2021.png/220px-Choi_Hyun-wook_2021.png,Gold Medalist,"['Choi Hyun-wook (2002-01-30) January 30, 2002 (age\xa020)South Korea', 'Hanlim Multi Art School', 'Actor', '2019–present', 'Gold Medalist', '181\xa0cm (5\xa0ft 11\xa0in)', '최현욱', '崔顯旭', 'Choe Hyeon-uk', ""Ch'oe Hyŏnuk""]",https://en.wikipedia.org/wiki/Choi_Hyun-wook
333, Woo Ji Hyun,1979,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/20201126%E2%80%94Woo_Ji-hyeon_%EC%9A%B0%EC%A7%80%ED%98%84%2C_Marie_Claire_Korea_screenshot_%2803m04s%29.jpg/220px-20201126%E2%80%94Woo_Ji-hyeon_%EC%9A%B0%EC%A7%80%ED%98%84%2C_Marie_Claire_Korea_screenshot_%2803m04s%29.jpg,2014–present,"[' (1986-06-03) June 3, 1986 (age\xa036)Busan, South Korea', 'Woo Ji-hyeon', 'Hanyang University (Bachelor of Theater and Film)', 'Actor', '2014–present', 'Noon Company', '\nMouse\nThe Veil\nAll of Us Are Dead\n']",https://en.wikipedia.org/wiki/Woo_Ji-hyun
334, Kim Nam Hee,1994,"Haeundae District, Busan, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,D.Y Entertainment,"['Kim Nam-hee (1986-05-25) 25 May 1986 (age\xa036)South Korea', 'Seokyeong University – BA in Theater and Film', 'Actor, Model', '2009–present', 'D.Y Entertainment', 'Unknown \u200b(m.\xa02018)\u200b', '김남희', '金南希', 'Gim \tNam-hui', 'Kim Nam-hŭi']",https://en.wikipedia.org/wiki/Kim_Nam-hee
335, Ryeoun,1965,"Chungju, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Korea_people_stub_icon.svg/35px-Korea_people_stub_icon.svg.png,181 cm (5 ft 11+1⁄2 in) [1],"['Go Yoon-hwan (1998-08-26) August 26, 1998 (age\xa024)Wansan-gu, Jeonju, North Jeolla Province, South Korea', 'Actor', '2017–present', 'Lucky Company', '181\xa0cm (5\xa0ft 11+1⁄2\xa0in) [1]', '려운', '厲運', 'Ryeoun', 'Ryŏun', '고윤환', '高润煥', 'Go Yunhwan', 'Ko Yunhwan']",https://en.wikipedia.org/wiki/Ryeoun
336, Uhm Hyun Kyung,1986,"Suwon, Gyeonggi Province, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,2005–present,"[' (1986-11-04) November 4, 1986 (age\xa036)Nonsan, South Chungcheong Province, South Korea', 'Eom Hyeon-kyeong', 'Konkuk University – Department of Film Art', 'Actress', '2005–present', 'K-One Entertainment[1]', '엄현경', '嚴賢璟', 'Eom Hyeon-gyeong', 'Ŏm Hyǒn-kyǒng']",https://en.wikipedia.org/wiki/Uhm_Hyun-kyung
337, Hwang Young Hee,1971,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,1987–present,"[' (1969-03-22) 22 March 1969 (age\xa053)South Jeolla Province, Mokpo, South Korea', 'Hwang Yeong-hee, Hwang Young-hui, Hwang Yeong-hui', 'Mokpo National University (Bachelor of Science)', 'Actress, Model', '1987–present', 'Big Boss Entertainment', 'While You Were Sleeping  My Healing LoveNokdu Flower']",https://en.wikipedia.org/wiki/Hwang_Young-hee
338, Park Won Sook,1978,"Tokyo, Japan",//upload.wikimedia.org/wikipedia/commons/thumb/4/42/190713_%EB%B0%95%EC%9B%90%EC%88%99.jpg/220px-190713_%EB%B0%95%EC%9B%90%EC%88%99.jpg,"​
 ​(m. 1970; div. 1981)​  ​
 ​(m. 1989; div. 1995)​","[' (1949-01-19) January 19, 1949 (age\xa073)Seoul, South Korea', 'Chung-Ang University – Theater and Film (dropped out)', 'Actress', '1970–present', '\u200b\n \u200b(m.\xa01970; div.\xa01981)\u200b  \u200b\n \u200b(m.\xa01989; div.\xa01995)\u200b', '1', 'Park So-dam (cousin)', '박원숙', '樸元淑[1]', 'Bak Won-suk', 'Pak Wŏn-suk']",https://en.wikipedia.org/wiki/Park_Won-sook
339, Shin Dong Wook,1994,South Korea,//upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/30px-Commons-logo.svg.png,Snowball Entertainment,"['Shin Hwa-shik (1982-09-14) September 14, 1982 (age\xa040)Seoul, South Korea', 'Kookmin University - Theater and Film', 'Actor', '2004–2010, 2017–present', 'Snowball Entertainment', 'Kim Kibum (cousin)', '신동욱', 'Sin Dong-wuk', 'Sin Tŏng-uk', '신화식', 'Sin Hwa-sik', 'Sin Hwa-sik']",https://en.wikipedia.org/wiki/Shin_Dong-wook
340, Oh Min Suk,1994,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Oh_Min-suk_for_Estee_Lauder%2C_18_September_2015.jpg/220px-Oh_Min-suk_for_Estee_Lauder%2C_18_September_2015.jpg,J-Wide Company,"[' (1980-04-22) April 22, 1980 (age\xa042)Seoul, South Korea', 'Kyung Hee University – Business Administration', 'Actor', '2006–present', 'J-Wide Company', '오민석', '吳閔碩', 'O Min-seok', 'O Minsŏk', '한기주', '韓基柱', 'Han Gi-ju', 'Han Kiju']",https://en.wikipedia.org/wiki/Oh_Min-suk
341, Kim Sung Chul,1996,South Korea,,,,
342, Yang Se Jong,2002,,//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/171216_%EC%96%91%EC%84%B8%EC%A2%85_10.jpg/220px-171216_%EC%96%91%EC%84%B8%EC%A2%85_10.jpg,Blossom Entertainment,"[' (1992-12-23) December 23, 1992 (age\xa029)Anyang, Gyeonggi, South Korea', 'Korea National University of Arts', 'Actormodel', '2016–present', 'Blossom Entertainment', '양세종', 'Yang Se-jong', 'Yang Se-chong']",https://en.wikipedia.org/wiki/Yang_Se-jong
343, Lee Seung Jun,1958,South Korea,//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,"['이승준', 'I Seung-jun', 'Ri Sŭng-jun']",https://en.wikipedia.org/wiki/Lee_Seung-jun
344, Son Jong Hak,1953,"Nowon District, Seoul, South Korea",,,,
345, Shim Hye Jin,1994,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Text_document_with_red_question_mark.svg/40px-Text_document_with_red_question_mark.svg.png,심혜진,"[' (1967-01-16) January 16, 1967 (age\xa055) Seoul, South Korea', 'Model and Actress', '1986–present', 'Han Sang-gu (2007-present)', '심혜진', '沈惠珍[1]', 'Sim Hye-jin', 'Sim Hye-jin', '심상군', '沈常君[2]', 'Sim Sang-gun', 'Sim Sang-kun']",https://en.wikipedia.org/wiki/Shim_Hye-jin
346, Lee Soo Kyung,1989,South Korea,//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,[],https://en.wikipedia.org/wiki/Lee_Soo-kyung
347, Kim Byung Chul,1978,"Geoje, South Gyeongsang, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,[],https://en.wikipedia.org/wiki/Kim_Byung-chul
348, Park Jong Hwan,,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/23px-Flag_of_South_Korea.svg.png,"
Right-back","['\nPark Jong-hwan', '\n (1938-02-09) 9 February 1938 (age\xa084)', '\nOngjin, Hwangnam, Japanese Korea', '\n1.71\xa0m (5\xa0ft 7\xa0in)', '\nRight-back', '\nTeam', '\nApps', '\n(Gls)', '\nKyung Hee University', '\n', '\n', '\nTeam', '\nApps', '\n(Gls)', '\nKorea Tungsten', '\n', '\n', '\nSouth Korea U20', '\n', '\n', '\nSouth Korea B', '\n', '\n', '\nSeoul City', '\nSouth Korea U20', '\nSouth Korea B', '\nSouth Korea', '\nSouth Korea B', '\nSouth Korea', '\nIlhwa Chunma', '\nSouth Korea', '\nSouth Korea', '\nSouth Korea', '\nWuhan Hongjinlong', '\nDaegu FC', '\nSeongnam FC']",https://en.wikipedia.org/wiki/Park_Jong-hwan
349, Jin Kyung,1986,,//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,YG Entertainment,"[' (1972-03-27) March 27, 1972 (age\xa050)Masan, South Gyeongsang, South Korea', 'Korea National University of Arts - Art History', 'Actress', '1998–present', 'YG Entertainment', '진경', '陳慶', 'Jin Gyeong', 'Chin Kyǒng']",https://en.wikipedia.org/wiki/Jin_Kyung
350, Go Won Hee,1989,"Daejeon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/3/36/180702_%EA%B3%A0%EC%9B%90%ED%9D%AC.jpg/250px-180702_%EA%B3%A0%EC%9B%90%ED%9D%AC.jpg,SBD,"['Kim Won-hee (1994-09-12) September 12, 1994 (age\xa028)South Korea', 'Chung-Ang University', 'Actress', '2011–present', 'SBD', 'Unknown \u200b(m.\xa02022)\u200b', '고원희', 'Go Won-hui', 'Ko Wŏnhǔi', '김원희', 'Gim Won-hui', 'Kim Wŏnhǔi']",https://en.wikipedia.org/wiki/Go_Won-hee
351, Shin Hyun Joon,1954,"Chilgok County, North Gyeongsang Province, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,"['신현준', 'Sin Hyeon-jun', 'Sin Hyŏn-jun']",https://en.wikipedia.org/wiki/Shin_Hyun-joon
352, Kang Seung Hyun,1996,"Yesan County, South Chungcheong Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Hyoni_Kang.jpg/220px-Hyoni_Kang.jpg,Black,"[' (1987-09-22) 22 September 1987 (age\xa035)Seoul, South Korea', 'Hyoni Kang', '2008–present', '1.78\xa0m (5\xa0ft 10\xa0in)', 'Black', 'Dark brown', '\nFord Models (New York)\nYGKPlus (Seoul)[1]\n']",https://en.wikipedia.org/wiki/Kang_Seung-hyun
353, Yang  Mi Kyung,1988,,//upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Ymk_may_queen1.jpg/220px-Ymk_may_queen1.jpg,Heo Seong-ryong (m. 1988),"[' (1961-07-25) July 25, 1961 (age\xa061)Jeju Island, South Korea', ""Soongeui Women's College - Applied Art  Kkottongnae Hyundo University of Social Welfare  Sogang University - Master's degree in Media Arts"", 'Actress', '1983-present', 'Heo Seong-ryong (m. 1988)', '양미경', '梁美京', 'Yang Mi-gyeong', 'Yang Mi-kyŏng']",https://en.wikipedia.org/wiki/Yang_Mi-kyung
354, Lee Joon,1970,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Lee_Joon.jpg/220px-Lee_Joon.jpg,K-pop,"['Lee Chang-sun (1988-02-07) February 7, 1988 (age\xa034)Seoul, South Korea', 'Actorsinger', '2008–present', 'Prain TPC', 'K-pop', 'Vocals', '2009–2014', 'J. Tune Camp', 'MBLAQ', '이창선', '李昌宣', 'I Chang-seon', ""Ri Ch'ang-sŏn"", '이준', '李準', 'I Jun', 'Ri Chun']",https://en.wikipedia.org/wiki/Lee_Joon
355, Joo Seok Tae,1979,,,,,
356, Jang Ki Yong,,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Jang_Ki-yong_at_55th_Baeksang_Arts_Awards_%281%29.jpg/220px-Jang_Ki-yong_at_55th_Baeksang_Arts_Awards_%281%29.jpg,YGYGKPlus,"[' (1992-08-07) August 7, 1992 (age\xa030)Ulsan, South Korea', 'Seokyeong University', 'Actormodel', '2012–present', 'YGYGKPlus', '장기용', '張基龍', 'Jang Gi-yong', 'Chang Kiyong']",https://en.wikipedia.org/wiki/Jang_Ki-yong
357, Kim Ji Han,1997,"Pohang, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,IHQ[1],"['Kim Hyun-joong (1978-10-10) October 10, 1978 (age\xa044)South Korea', 'Seoul Institute of the Arts', 'Actor', '2002-present', 'IHQ[1]', '진이한', 'Jin I-han', 'Chin Ihan', '김현중', '金鉉中', 'Kim Hyeon-jung', 'Kim Hyŏnjung']",https://en.wikipedia.org/wiki/Kim_Ji-han
358, Park Hye Soo,1998,"Yangsan, Gyeongsangnam-do, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/3/36/Park_Hye-su_in_20200.27.png/220px-Park_Hye-su_in_20200.27.png,Studio Santa Claus Entertainment(formerly Huayi Brothers Korea),"[' (1994-11-24) November 24, 1994 (age\xa027)[1]Seoul, South Korea', 'Korea University – Korean Language and Literature[2]', 'Actress, singer', '2014–present', 'Studio Santa Claus Entertainment(formerly Huayi Brothers Korea)', '160\xa0cm (5\xa0ft 3\xa0in)', '박혜수', '朴惠秀', 'Bak Hye-su', 'Pak Hye-su']",https://en.wikipedia.org/wiki/Park_Hye-soo
359, Kim Yoo Mi,1970,,//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,[],https://en.wikipedia.org/wiki/Kim_Yoo-mi
360, Yoon Joo Sang,,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Yoon_Joo-sang.jpg/220px-Yoon_Joo-sang.jpg,윤주상,"[' (1949-06-25) June 25, 1949 (age\xa073)Yangpyeong County, Gyeonggi Province, South Korea', 'Seorabeol Arts University - Theater and Film', 'Actor', '1970-present', '윤주상', '尹周相', 'Yun Ju-sang', 'Yun Jusang']",https://en.wikipedia.org/wiki/Yoon_Joo-sang
361, Kim Hye Joon,1966,"
South Korea",,,,
362, Anupam Tripathi,,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Anupam_Tripathi_at_the_2022_Seoul_International_Drama_Awards_on_September_22%2C_2022.jpg/220px-Anupam_Tripathi_at_the_2022_Seoul_International_Drama_Awards_on_September_22%2C_2022.jpg,Anupam teuripati,"[' (1988-11-02) 2 November 1988 (age\xa034)New Delhi, India', 'Korea National University of Arts', 'Actor', '아누팜 트리파티', 'Anupam teuripati', ""Anup'am t'ŭrip'at'i""]",https://en.wikipedia.org/wiki/Anupam_Tripathi
363, Choi Byung Mo,1982,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Choi_Byung-mo_in_Jan_2019.png/220px-Choi_Byung-mo_in_Jan_2019.png,Lee Gyu-in ​(m. 2017)​[2],"[' (1972-01-14) January 14, 1972 (age\xa050)South Korea', 'Actor', '2003–present', 'Dear Ent[1]', 'Lee Gyu-in \u200b(m.\xa02017)\u200b[2]', '최병모', '崔炳模[3]', 'Choe Byeong-mo', ""Ch'oe Byŏngmo""]",https://en.wikipedia.org/wiki/Choi_Byung-mo
364, Choi Jung Woo,1981,"Daegu, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/2/29/Choi_Jeong-woo_from_acrofan.jpg/220px-Choi_Jeong-woo_from_acrofan.jpg,최정우,"[' (1957-02-17) February 17, 1957 (age\xa065)South Korea', 'Actor', '1975-present', 'GFP Entertainment', '최정우', '崔政宇', 'Choe Jeong-u', ""Ch'oe Chŏng-u""]",https://en.wikipedia.org/wiki/Choi_Jung-woo
365, Lee Min Jung,1990,"Cheongju, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Lee_Min-jung_at_Incheon_Airport_on_March_2%2C_2019.png/220px-Lee_Min-jung_at_Incheon_Airport_on_March_2%2C_2019.png,MS Team Entertainment  (2008 – present),"[' (1982-02-16) February 16, 1982 (age\xa040)Cheongdam-dong, Gangnam District, Seoul, South Korea', 'Sungkyunkwan University (Theater)', 'Actress', '2004 – present', 'MS Team Entertainment  (2008 – present)', 'Lee Byung-hun \u200b(m.\xa02013)\u200b', '1', '이민정', '李珉廷', 'I Min-jeong', 'Yi Minjŏng']",https://en.wikipedia.org/wiki/Lee_Min-jung
366, Jo Jae Yoon,,,//upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Jo_Jae-yoon.2019.jpg/220px-Jo_Jae-yoon.2019.jpg,2003–present,"[' (1974-09-15) September 15, 1974 (age\xa048)Cheongju, South Korea', 'Jo Jae-yun', 'Seoul Institute of the Arts - Theater', 'Actor', '2003–present', 'MK Entertainment [1]', 'Cho Eun Ae \u200b(m.\xa02015)\u200b[2]', '조재윤', '趙在允', 'Jo Jae-yun', 'Cho Chaeyun', 'http://bbent.co.kr/jo.php']",https://en.wikipedia.org/wiki/Jo_Jae-yoon
367, Kang Ye Won,1973,"Donam-dong, Seongbuk District, Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Kang_Ye-won_%28%EA%B0%95%EC%98%88%EC%9B%90%29_in_Jan_2015.jpg/220px-Kang_Ye-won_%28%EA%B0%95%EC%98%88%EC%9B%90%29_in_Jan_2015.jpg,강예원,"['Kim Ji-eun (1979-03-15) March 15, 1979 (age\xa043)[1]Daegu, South Korea[2]', 'Hanyang University', 'Actress', '2000–present', '강예원', '强藝元', 'Gang Ye-won', 'Kang Yewŏn', '김지은', 'Gim Ji-eun', 'Kim Chiŭn']",https://en.wikipedia.org/wiki/Kang_Ye-won
368, Seo Eun Soo,1991,,//upload.wikimedia.org/wikipedia/commons/thumb/d/d5/190207_JTBC_%EB%93%9C%EB%9D%BC%EB%A7%88_%27%EB%A6%AC%EA%B0%88%ED%95%98%EC%9D%B4%27_%EC%A0%9C%EC%9E%91_%EB%B0%9C%ED%91%9C%ED%9A%8C_%EC%84%9C%EC%9D%80%EC%88%98.jpg/220px-190207_JTBC_%EB%93%9C%EB%9D%BC%EB%A7%88_%27%EB%A6%AC%EA%B0%88%ED%95%98%EC%9D%B4%27_%EC%A0%9C%EC%9E%91_%EB%B0%9C%ED%91%9C%ED%9A%8C_%EC%84%9C%EC%9D%80%EC%88%98.jpg,A-Man Project[1],"['Lee Jeong-min (1994-03-02) March 2, 1994 (age\xa028)Busan, South Korea', '\nHaeundae Tourism High School (2007-2013)\nKorea National University of Arts – Department of Acting (2013)\n', 'ActressModel', '2015–present', 'A-Man Project[1]', '서은수', 'Seo Eun-su', 'Sŏ Ŭnsu', '이정민', '李汀敏', 'I Jeong-min', 'I Chŏngmin']",https://en.wikipedia.org/wiki/Seo_Eun-soo
369, Kim Sang Joong,1988,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Translation_to_english_arrow.svg/50px-Translation_to_english_arrow.svg.png,"unnamed
​ ​(m. 1991; div. 1999)​","[' (1965-08-06) August 6, 1965 (age\xa057)Busan, South Korea', 'Dongguk University - Theater and Film Studies', 'Actor', '1990-present', 'unnamed\n\u200b \u200b(m.\xa01991; div.\xa01999)\u200b', '1', '김상중', '金相中', 'Gim Sang-jung', 'Kim Sang-jung']",https://en.wikipedia.org/wiki/Kim_Sang-joong
370, Min Jin Woong,1971,"Kaesong, Gyeonggi, Korea (now Kaesong, North Hwanghae, North Korea)",//upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/10px-OOjs_UI_icon_edit-ltr-progressive.svg.png,Studio Santa Claus Entertainment,"[' (1986-08-22) August 22, 1986 (age\xa036)South Korea', 'Korea National University of Arts', 'Actor', '2014–present', 'Studio Santa Claus Entertainment', '민진웅', 'Min Jin-ung', 'Min Chin-ung']",https://en.wikipedia.org/wiki/Min_Jin-woong
371, Jung Woong In,1960,,//upload.wikimedia.org/wikipedia/commons/thumb/3/39/Jung_Woong-in_in_Dec_2019_%28Revised%29.png/220px-Jung_Woong-in_in_Dec_2019_%28Revised%29.png,Just Entertainment,"[' (1971-01-20) January 20, 1971 (age\xa051)Jecheon, North Chungcheong Province, South Korea', 'Seoul Institute of the Arts', 'Actor', '1995-present', 'Just Entertainment', 'Lee Ji-in \u200b(m.\xa02006)\u200b[1]', '3[2]', '정웅인', 'Jeong Ungin', 'Chŏng Ung-in', '[1]']",https://en.wikipedia.org/wiki/Jung_Woong-in
372, Eun Ji Won,1964,"Yeongseon-dong, Yeongdo District, Pusan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/2/2a/170122_EJW.jpg/220px-170122_EJW.jpg,K-pophip hopR&B,"[' (1978-06-08) June 8, 1978 (age\xa044)Seoul, South Korea', 'Rappersingeractor', '1997–present', 'Lee Soo-yeon\n\u200b \u200b(m.\xa02010; div.\xa02012)\u200b', 'K-pophip hopR&B', 'Vocals', 'DaesungGYMYG', 'Sechs Kies', 'Movement, Clover, HOTSechgodRG', '은지원', '殷志源', 'Eun Ji-won', 'Ŭn Chiwŏn']",https://en.wikipedia.org/wiki/Eun_Ji-won
373, Kang Seung Yoon,2009,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/2/2f/190607_%EC%9C%84%EB%84%88_%EB%B0%A9%EC%BD%95_%ED%8C%AC%EC%8B%B8%EC%9D%B8%ED%9A%8C_%EA%B0%95%EC%8A%B9%EC%9C%A4_1.jpg/220px-190607_%EC%9C%84%EB%84%88_%EB%B0%A9%EC%BD%95_%ED%8C%AC%EC%8B%B8%EC%9D%B8%ED%9A%8C_%EA%B0%95%EC%8A%B9%EC%9C%A4_1.jpg,K-pophip hoprockballad,"['Kang Seung-yoon (1994-01-21) January 21, 1994 (age\xa028)Haeundae District, Busan, South Korea', 'Yooyeon', 'Singersongwritercomposeractor', '2010–present', 'K-pophip hoprockballad', 'Vocalsguitar', 'YG', 'WinnerYG Family', '강승윤', '姜昇潤', 'Gang Seung-yun', 'Kang Sŭng-yun']",https://en.wikipedia.org/wiki/Kang_Seung-yoon
374, Yeonwoo,,,//upload.wikimedia.org/wikipedia/commons/thumb/a/a5/180105_%EB%AE%A4%EC%A7%81%EB%B1%85%ED%81%AC_%EB%AF%B8%EB%8B%88%ED%8C%AC%EB%AF%B8%ED%8C%85_%282%29.jpg/250px-180105_%EB%AE%A4%EC%A7%81%EB%B1%85%ED%81%AC_%EB%AF%B8%EB%8B%88%ED%8C%AC%EB%AF%B8%ED%8C%85_%282%29.jpg,9ato Entertainment,"['Lee Da-bin (1996-08-01) August 1, 1996 (age\xa026)Chungju, South Korea', 'School of Performing Arts Seoul', 'Actresssingerhost', '2016–present', '9ato Entertainment', 'K-popelectropop', 'Vocals', 'MLD', 'Momoland', 'mldenter.com/yeonwoo', '이다빈', '李多斌', 'I Da-bin', 'Yi Tabin', '연우', '妍雨', 'Yeon-u', 'Yŏn-u']",https://en.wikipedia.org/wiki/Yeonwoo
375, Joo Jong Hyuk,1971,,//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,[],https://en.wikipedia.org/wiki/Joo_Jong-hyuk
376, Nam  Da Reum ,,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Nam_Da-reum_November_2018.jpg/220px-Nam_Da-reum_November_2018.jpg,Magiq Entertainment,"[' (2002-06-13) June 13, 2002 (age\xa020)Suwon, Gyeonggi Province, South Korea', 'Chung-Ang University – Department of Theater and Film Creation', 'Actor', '2009–present', 'Magiq Entertainment', '남다름', '南多凜', 'Nam Da-reum', 'Nam Tarǔm']",https://en.wikipedia.org/wiki/Nam_Da-reum
