,Ac_Name,Date_Birth,BPlace,Img,Active_Year,info,WikiLink
95, Kim Go Eun,1973,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Text_document_with_red_question_mark.svg/40px-Text_document_with_red_question_mark.svg.png,BH Entertainment[1],"[' (1991-07-02) July 2, 1991 (age\xa031)Seoul, South Korea', 'Korea National University of Arts', 'Actress', '2012–present', 'BH Entertainment[1]', '김고은', 'Gim Go-eun', 'Kim Koŭn']",https://en.wikipedia.org/wiki/Kim_Go-eun
96, Kim Seon Ho,1997,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Seonho_touching_the_void.jpg/220px-Seonho_touching_the_void.jpg,S.A.L.T Entertainment,"[' (1986-05-08) May 8, 1986 (age\xa036)Seoul, South Korea', 'Seoul Institute of the Arts', 'Television ActorTheater actor', '2009–present', 'S.A.L.T Entertainment', '김선호', '金宣虎', 'Gim Seon-ho', 'Kim Sŏn-ho']",https://en.wikipedia.org/wiki/Kim_Seon-ho
97, Yoo  Joon Sang,1990,"Seoul, South Korea",,,,
98, Koo Kyo Hwan,1972,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Koo_Kyo-hwan_211012.jpg/220px-Koo_Kyo-hwan_211012.jpg,Namoo Actors[1],"[' (1982-12-14) 14 December 1982 (age\xa039)Seoul, South Korea', 'Seoul Institute of the Arts', 'Actorfilm director', '2006–present', 'Namoo Actors[1]', '구교환', '具敎煥', 'Gu Gyo-hwan', 'Ku Kyo-hwan']",https://en.wikipedia.org/wiki/Koo_Kyo-hwan
99, Ryu Seung Ryong,1983,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/180321_%EC%98%81%ED%99%94_%277%EB%85%84%EC%9D%98_%EB%B0%A4%27_%EA%B8%B0%EC%9E%90%EA%B0%84%EB%8B%B4%ED%9A%8C_%EB%A5%98%EC%8A%B9%EB%A3%A1.jpg/220px-180321_%EC%98%81%ED%99%94_%277%EB%85%84%EC%9D%98_%EB%B0%A4%27_%EA%B8%B0%EC%9E%90%EA%B0%84%EB%8B%B4%ED%9A%8C_%EB%A5%98%EC%8A%B9%EB%A3%A1.jpg,1985-present,"[' (1970-11-29) November 29, 1970 (age\xa051)Seocheon County, South Chungcheong Province, South Korea', 'Ryoo Seung-yong', 'Seoul Institute of the Arts - Theatre', 'Actor', '1985-present', 'Prain TPC', '류승룡', '柳承龍', 'Ryu Seung-nyong', 'Ryu Sŭng-nyong']",https://en.wikipedia.org/wiki/Ryu_Seung-ryong
100, Kim So Yeon,1974,"Daejeon, South Korea[1]",//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,J Wide Company,"[' (1980-11-02) November 2, 1980 (age\xa042)Seoul, South Korea', 'Dongguk University (Theater and Film)', 'Actress', '1994–present', 'J Wide Company', 'Lee Sang-woo \u200b(m.\xa02017)\u200b', '김소연', '金素姸', 'Gim So-yeon', 'Kim Soyŏn']",https://en.wikipedia.org/wiki/Kim_So-yeon
101, Nam Joo Hyuk,1995,"Daegu, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/2017_%EB%82%A8%EC%A3%BC%ED%98%81_05.png/300px-2017_%EB%82%A8%EC%A3%BC%ED%98%81_05.png,남주혁,"[' (1994-02-22) February 22, 1994 (age\xa028)Busan, South Korea', 'Modelactor', '2013–present', 'Management SOOP', '남주혁', '南柱赫', 'Nam Ju-hyeok', 'Nam Chuhyŏk']",https://en.wikipedia.org/wiki/Nam_Joo-hyuk
102, Kim Min Jung,1979,"Cheongju, North Chungcheong Province, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,[],https://en.wikipedia.org/wiki/Kim_Min-jung
103, Park Sung Woong,1981,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/160206_Park_Sung-woong_6_cropped.jpg/220px-160206_Park_Sung-woong_6_cropped.jpg,Mask EntertainmentC-JeS Entertainment,"[' (1973-01-09) January 9, 1973 (age\xa049)Chungju, North Chungcheong Province, South Korea', 'Hankuk University of Foreign Studies - Law[1]', 'Actor', '1997–present', 'Mask EntertainmentC-JeS Entertainment', 'Shin Eun-jung \u200b(m.\xa02008)\u200b', '1', '박성웅', 'Bak Seong-ung', 'Pak Sŏngung']",https://en.wikipedia.org/wiki/Park_Sung-woong
104, Eugene,1973,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Wiktionary-logo-en-v2.svg/40px-Wiktionary-logo-en-v2.svg.png,,[],https://en.wikipedia.org/wiki/Eugene
105, Yeo Jin Goo,1979,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Yeojingoo202103.png/220px-Yeojingoo202103.png,Janus,"[' (1997-08-13) August 13, 1997 (age\xa025)Seoul, South Korea', 'Yeo Jin-gu', 'Actor', '2005–present', 'Janus', '여진구', '呂珍九', 'Yeo Jin-gu', ""Yŏ Chin'gu""]",https://en.wikipedia.org/wiki/Yeo_Jin-goo
106, Esom,1976,"Yongin, Gyeonggi, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/5/58/Esom.2019.jpg/220px-Esom.2019.jpg,Artist Company,"['Lee So-young (1990-01-30) January 30, 1990 (age\xa032)Seoul, South Korea', 'Lee Som', 'Actress, model', '2008-present', 'Artist Company', '이솜', 'I Som', 'Yi Som', '이소영', 'I So-yeong', 'Yi So-yŏng']",https://en.wikipedia.org/wiki/Esom
107, Kim Myung Min,1989,"Keijō, Gyeonggi, Japanese Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/08/%28%ED%8A%B9%EB%B3%84%EC%88%98%EC%82%AC_%EC%82%AC%ED%98%95%EC%88%98%EC%9D%98_%ED%8E%B8%EC%A7%80%29_%EA%B0%99%EC%9D%B4%EA%B0%80%EC%B9%98_with_kakao_KimMyungMin.png/220px-%28%ED%8A%B9%EB%B3%84%EC%88%98%EC%82%AC_%EC%82%AC%ED%98%95%EC%88%98%EC%9D%98_%ED%8E%B8%EC%A7%80%29_%EA%B0%99%EC%9D%B4%EA%B0%80%EC%B9%98_with_kakao_KimMyungMin.png,김명민,"[' (1972-10-08) 8 October 1972 (age\xa050)Seoul, South Korea', 'Seoul Institute of the Arts - Theater', 'Actor', '1996–present', '김명민', '金明民', 'Gim Myeong-min', 'Kim Myŏng-min']",https://en.wikipedia.org/wiki/Kim_Myung-min
108, Kim Jae Wook,1941,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/03/190403_tvN_%E2%80%98%EA%B7%B8%EB%85%80%EC%9D%98_%EC%82%AC%EC%83%9D%ED%99%9C%E2%80%99_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EA%B9%80%EC%9E%AC%EC%9A%B1.jpg/220px-190403_tvN_%E2%80%98%EA%B7%B8%EB%85%80%EC%9D%98_%EC%82%AC%EC%83%9D%ED%99%9C%E2%80%99_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EA%B9%80%EC%9E%AC%EC%9A%B1.jpg,2002–present,"[' (1983-04-02) April 2, 1983 (age\xa039)Seoul, South Korea', 'Kim Jae-wook', 'Dankook High SchoolSeoul Institute of the Arts', 'Actor, model, singer', '2002–present', 'Management SOOP', '김재욱', 'Gim Jae-uk', 'Kim Chae-uk']",https://en.wikipedia.org/wiki/Kim_Jae-wook
109, Oh Na Ra,1995,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,Oh Na-ra,"[' (1974-10-26) October 26, 1974 (age\xa048)Seoul, South Korea', 'Television and film actressProfessor', 'Management A.M.9[1][note 1]', '오나라', 'Oh Na-ra', 'O Nara']",https://en.wikipedia.org/wiki/Oh_Na-ra
110, Go Min Si,1983,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/9/93/Go_Min-si_2021.png/220px-Go_Min-si_2021.png,고민시,"[' (1995-02-15) February 15, 1995 (age\xa027)Daejeon, South Korea[1]', 'Actressmodeldirector', '2016–present', 'Mystic Story', '고민시', '高旻示', 'Go Min-si', 'Ko Minsi']",https://en.wikipedia.org/wiki/Go_Min-si
111, Lee Hee Joon,1970,"Daegu, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/6/61/Lee_Hee-joon_03.jpg/220px-Lee_Hee-joon_03.jpg,1998-present,"[' (1979-06-29) June 29, 1979 (age\xa043)Daegu, South Korea', 'Lee Hee-jun', 'Yeungnam University - Chemical Engineering  Korea National University of Arts - Theater[1]', 'Actor', '1998-present', 'BH Entertainment', 'Lee Hye-jung \u200b(m.\xa02016)\u200b', '이희준', 'I Hui-jun', 'I Hŭi-chun']",https://en.wikipedia.org/wiki/Lee_Hee-joon
112, Lee Jin Wook,1980,"Daegu, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/4/4e/%EB%93%9C%EB%9D%BC%EB%A7%A5%EC%8A%A4_%EA%B5%BF%EB%B0%94%EC%9D%B4%EB%AF%B8%EC%8A%A4%ED%84%B0%EB%B8%94%EB%9E%99_ID_-_%EC%9D%B4%EC%A7%84%EC%9A%B1.jpg/220px-%EB%93%9C%EB%9D%BC%EB%A7%A5%EC%8A%A4_%EA%B5%BF%EB%B0%94%EC%9D%B4%EB%AF%B8%EC%8A%A4%ED%84%B0%EB%B8%94%EB%9E%99_ID_-_%EC%9D%B4%EC%A7%84%EC%9A%B1.jpg,BH Entertainment[1],"[' (1981-09-16) September 16, 1981 (age\xa041)Cheongju, North Chungcheong Province, South Korea', 'Lee Jin-uk', 'Actor', '2000–present', 'BH Entertainment[1]', '이진욱', '李陣郁', 'I Jin-uk', 'I Chinuk']",https://en.wikipedia.org/wiki/Lee_Jin-wook
113, Yoon Sang Hyun,1981,"Jamsil-dong, Songpa District, Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/3/38/%28TV10%29_%EC%87%BC%ED%95%91%EC%99%95_%EB%A3%A8%EC%9D%B4_%EC%84%9C%EC%9D%B8%EA%B5%AD%2C_%EA%B1%B0%EC%A7%80_%EB%B6%84%EC%9E%A5%E2%80%A6_%EA%B0%90%EB%8F%85%EB%8B%98%EC%9D%B4_%EB%A7%90%EB%A6%B4_%EC%A0%95%EB%8F%84%EB%A1%9C_%EC%A0%81%EA%B7%B9%EC%A0%81_%28%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C%29_%EC%9C%A4%EC%83%81%ED%98%84_18s.jpg/220px-%28TV10%29_%EC%87%BC%ED%95%91%EC%99%95_%EB%A3%A8%EC%9D%B4_%EC%84%9C%EC%9D%B8%EA%B5%AD%2C_%EA%B1%B0%EC%A7%80_%EB%B6%84%EC%9E%A5%E2%80%A6_%EA%B0%90%EB%8F%85%EB%8B%98%EC%9D%B4_%EB%A7%90%EB%A6%B4_%EC%A0%95%EB%8F%84%EB%A1%9C_%EC%A0%81%EA%B7%B9%EC%A0%81_%28%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C%29_%EC%9C%A4%EC%83%81%ED%98%84_18s.jpg,MayBee (Kim Eun-ji; m. 2015),"[' (1973-09-21) September 21, 1973 (age\xa049)South Korea', 'Actor, singer', '2000–present', 'Woongbin ENS[1]', 'MayBee (Kim Eun-ji; m. 2015)', 'Yoon Na-gyeomYoon Na-onYoon Hee-seong', '윤상현', '尹相鉉', 'Yun Sang-hyeon', 'Yun Sang-hyŏn']",https://en.wikipedia.org/wiki/Yoon_Sang-hyun
114, Im Soo Jung,1992,"Mapo, Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Im_Soo-jung_Chicago_Typewriter.jpg/220px-Im_Soo-jung_Chicago_Typewriter.jpg,임수정,"[' (1979-07-11) July 11, 1979 (age\xa043)[1]Seoul, South Korea', 'Lim Soo-jung', 'Actress', '2001–present', '임수정', 'Im Su-jeong', 'Rim Sujŏng']",https://en.wikipedia.org/wiki/Im_Soo-jung
115, Uhm Ki Joon,1989,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/c/c0/180920_SBS_%27%ED%9D%89%EB%B6%80%EC%99%B8%EA%B3%BC%27_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EC%97%84%EA%B8%B0%EC%A4%80.jpg,Your Entertainment,"[' (1976-03-23) March 23, 1976 (age\xa046)South Korea', 'Seoul Artspool Conservatory - Musical Acting', 'Actor', '1995–present', 'Your Entertainment', '엄기준', 'Eom Gi-jun', 'Ŏm Ki-chun', 'www.umkijoon.com']",https://en.wikipedia.org/wiki/Uhm_Ki-joon
116, Lee Jong Suk,1985,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Lee_Jong-suk_March_2018.png/220px-Lee_Jong-suk_March_2018.png,A-Man ProjectHighZium Studio[1],"[' (1989-09-14) September 14, 1989 (age\xa033)Yongin, Gyeonggi, South Korea', 'Konkuk University', 'ActorModel', '2005–present', 'A-Man ProjectHighZium Studio[1]', '186\xa0cm (6\xa0ft 1\xa0in)[2]', '이종석', '李鐘奭', 'I Jong-seok', 'Yi Chongsŏk', 'Official website']",https://en.wikipedia.org/wiki/Lee_Jong-suk
117, Kim Hye Ja,1981,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Kim_Hye-ja_in_Feb_2019.png/220px-Kim_Hye-ja_in_Feb_2019.png,2,"[' (1941-10-25) October 25, 1941 (age\xa081)Keijō, Gyeonggi, Japanese Korea', 'Actress, humanitarian', '1963–present', 'Im Jong-chan\n\u200b \u200b(m.\xa01961; died\xa01998)\u200b', '2', '김혜자', '金惠子', 'Gim Hye-ja', 'Kim Hyecha']",https://en.wikipedia.org/wiki/Kim_Hye-ja
118, Ahn Hyo Seop,1980,"Cheongju, North Chungcheong Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/8/80/20220226_Ahn_Hyo-seop_%EC%95%88%ED%9A%A8%EC%84%AD_Photoshoot_for_Marie_Claire_Korea_%282%29.jpg/220px-20220226_Ahn_Hyo-seop_%EC%95%88%ED%9A%A8%EC%84%AD_Photoshoot_for_Marie_Claire_Korea_%282%29.jpg,Actorsinger,"['Ahn Hyo-seop (1995-04-17) April 17, 1995 (age\xa027)Seoul, South Korea', 'Paul Ahn', 'Canadian[1]', 'Kookmin University', 'Actorsinger', '2015–present', 'The Present Co.', 'K-pop', 'Vocals', '2015–present', 'Starhaus', 'One O One', '안효섭', '安孝燮', 'An Hyoseop', 'An Hyo-sŏp']",https://en.wikipedia.org/wiki/Ahn_Hyo-seop
119, Hwang Jung Eum,1989,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Hwang_Jung-Eum.jpg/220px-Hwang_Jung-Eum.jpg,C-JeS Entertainment,"[' (1983-01-25) January 25, 1983 (age\xa039)[1]Seoul, South Korea', 'University of Suwon', 'Actress, singer', '2002–present', 'C-JeS Entertainment', 'Lee Young-don \u200b(m.\xa02016)\u200b', '2', '황정음', '黃正音', 'Hwang Jeong-eum', ""Hwang Jŏng'ŭm""]",https://en.wikipedia.org/wiki/Hwang_Jung-eum
120, Kim Ji Won,1994,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,[],https://en.wikipedia.org/wiki/Kim_Ji-won
121, Lee Sung Min,1971,"Busan, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,[],https://en.wikipedia.org/wiki/Lee_Sung-min
122, Park Hee Soon ,1955,"Gwangsan, South Jeolla, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Park_Hee_Soon_at_SBS_Radio_in_2019.jpg/220px-Park_Hee_Soon_at_SBS_Radio_in_2019.jpg,S.A.L.T Entertainment[1],"[' (1970-02-13) February 13, 1970 (age\xa052)South Korea', 'Seoul Institute of the Arts - Theater', 'Actor', '1990–present', 'S.A.L.T Entertainment[1]', 'Park Ye-jin \u200b(m.\xa02015)\u200b[2]', '박희순', '朴喜洵', 'Bak Hui-sun', 'Pak Hŭisun']",https://en.wikipedia.org/wiki/Park_Hee-soon
123, Kim Sung Kyun,1984,"Yeongju, North Gyeongsang Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b1/%EC%A0%9C19%ED%9A%8C_%EB%B6%80%EC%B2%9C%EA%B5%AD%EC%A0%9C%ED%8C%90%ED%83%80%EC%8A%A4%ED%8B%B1%EC%98%81%ED%99%94%EC%A0%9C_%ED%8F%90%EB%A7%89%EC%8B%9D_%EB%A0%88%EB%93%9C%EC%B9%B4%ED%8E%AB_19.jpg/220px-%EC%A0%9C19%ED%9A%8C_%EB%B6%80%EC%B2%9C%EA%B5%AD%EC%A0%9C%ED%8C%90%ED%83%80%EC%8A%A4%ED%8B%B1%EC%98%81%ED%99%94%EC%A0%9C_%ED%8F%90%EB%A7%89%EC%8B%9D_%EB%A0%88%EB%93%9C%EC%B9%B4%ED%8E%AB_19.jpg,Kim Hye Jung,"[' (1980-05-25) May 25, 1980 (age\xa042)Daegu, South Korea', 'Actor', '2009-present', 'UL Entertainment', 'Kim Hye Jung', '3', '김성균', '金成均', 'Gim Seong-gyun', 'Kim Sŏnggyun']",https://en.wikipedia.org/wiki/Kim_Sung-kyun
124, Song Hye Kyo,1984,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/0b/2021_Song_Hye-kyo_%EC%86%A1%ED%98%9C%EA%B5%90_Now_We_Are_Breaking_Up_Press_Conference_%281%29.jpg/220px-2021_Song_Hye-kyo_%EC%86%A1%ED%98%9C%EA%B5%90_Now_We_Are_Breaking_Up_Press_Conference_%281%29.jpg,United Artists AgencyJet Tone Films[2],"[' (1981-11-22) 22 November 1981 (age\xa040)[A]Daegu, South Korea', 'Sejong University (BFA)', 'Actress', '1996–present', 'United Artists AgencyJet Tone Films[2]', 'Song Joong-ki\n\u200b \u200b(m.\xa02017; div.\xa02019)\u200b', '송혜교', '宋慧敎[B]', 'Song Hye-gyo', 'Song Hyekyo', 'songhyekyo.co.kr']",https://en.wikipedia.org/wiki/Song_Hye-kyo
125, Park Eun Bin,1981,"Anyang, Gyeonggi Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/13/220906_Park_Eun_bin_Photoshoot_for_Marie_Claire_Korea.jpg/220px-220906_Park_Eun_bin_Photoshoot_for_Marie_Claire_Korea.jpg,Namoo Actors,"[' (1992-09-04) September 4, 1992 (age\xa030)Jamsil-dong, Songpa District, Seoul, South Korea', 'Sogang University[1]', 'Actress', '1998–present', 'Namoo Actors', '박은빈', '朴恩斌', 'Bak Eun-bin', 'Pak Ŭn-bin']",https://en.wikipedia.org/wiki/Park_Eun-bin
126, Kim Bum,1987,"Gwangju, South Korea[1]",//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Kkb0707.jpg/230px-Kkb0707.jpg,King Kong by Starship,"['Kim Sang-bum (1989-07-07) July 7, 1989 (age\xa033)Mapo, Seoul, South Korea', 'Chung-Ang University', 'Actor, singer', '2006–present', 'King Kong by Starship', '김범', '金汎', 'Gim Beom', 'Kim Pŏm', '김상범', '金尚汎', 'Gim Sang-beom', 'Kim Sangpŏm', 'Official website']",https://en.wikipedia.org/wiki/Kim_Bum
127, Jung Yu Mi,1993,"Yongin, Gyeonggi Province, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,"['정유미', 'Jeong Yu-mi', 'Chŏng Yu-mi']",https://en.wikipedia.org/wiki/Jung_Yu-mi
128, Yoon Hyun Min,1995,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/7/72/2017_KBS%EC%97%B0%EA%B8%B0%EB%8C%80%EC%83%81_%EB%A0%88%EB%93%9C%EC%B9%B4%ED%8E%AB_%EC%9C%A4%ED%98%84%EB%AF%BC.jpg/220px-2017_KBS%EC%97%B0%EA%B8%B0%EB%8C%80%EC%83%81_%EB%A0%88%EB%93%9C%EC%B9%B4%ED%8E%AB_%EC%9C%A4%ED%98%84%EB%AF%BC.jpg,윤현민,"[' (1985-04-15) April 15, 1985 (age\xa037)Seoul, South Korea', 'Actor', '2007–present', 'EL Park[1]', '윤현민', '尹賢敏', 'Yun Hyeon-min', 'Yun Hyǒnmin']",https://en.wikipedia.org/wiki/Yoon_Hyun-min
129, Lee Dong Wook,1995,"Incheon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Translation_to_english_arrow.svg/50px-Translation_to_english_arrow.svg.png,King Kong by Starship[2],"[' (1981-11-06) November 6, 1981 (age\xa041)Seoul, South Korea', 'Joongbu University[1]', 'Actorhostmodelentertainer', '1999–present', 'King Kong by Starship[2]', '이동욱', '李棟旭', 'I Dong-uk', 'I Tonguk', 'Official website']",https://en.wikipedia.org/wiki/Lee_Dong-wook
130, Gong Hyo Jin,1985,"Taepyeong-dong, Jung-gu, Daejeon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Gong_Hyo_Jin_%28Sep_2016%29.png/220px-Gong_Hyo_Jin_%28Sep_2016%29.png,Management SOOP,"[' (1980-04-04) April 4, 1980 (age\xa042)Seoul, South Korea', 'Sejong University – Department of Film Arts', 'Actress', '1999–present', 'Management SOOP', 'Kevin Oh \u200b(m.\xa02022)\u200b', '공효진', '孔曉振', 'Gong Hyo-jin', 'Kong Hyojin']",https://en.wikipedia.org/wiki/Gong_Hyo-jin
131, Lee Yi Kyung,1995,"Cheonan, South Chungcheong Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/08/Lee_Yi-kyung_%EC%9D%B4%EC%9D%B4%EA%B2%BD_in_2022.png/220px-Lee_Yi-kyung_%EC%9D%B4%EC%9D%B4%EA%B2%BD_in_2022.png,Screening ENT,"[' (1989-01-08) January 8, 1989 (age\xa033)Cheongju, North Chungcheong Province, South Korea', 'Seoul Institute of the Arts', 'Actor', '2011–present', 'Screening ENT', '이이경', 'I I-gyeong', 'I Ikyŏng']",https://en.wikipedia.org/wiki/Lee_Yi-kyung
132, Jin Se Yeon,1983,"Suwon, Gyeonggi, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b8/MBC_%EB%93%9C%EB%9D%BC%EB%A7%88_%27%EC%95%84%EC%9D%B4%ED%85%9C%27_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EC%A7%84%EC%84%B8%EC%97%B0_%281%29.jpg/220px-MBC_%EB%93%9C%EB%9D%BC%EB%A7%88_%27%EC%95%84%EC%9D%B4%ED%85%9C%27_%EC%A0%9C%EC%9E%91%EB%B0%9C%ED%91%9C%ED%9A%8C_%EC%A7%84%EC%84%B8%EC%97%B0_%281%29.jpg,2010–present,"['Kim Yoon-jung (1994-02-15) February 15, 1994 (age\xa028)Seoul, South Korea', 'Jin Se-yun', 'Chung-Ang University - B.A. in Theater and Film[1]', 'Actress', '2010–present', 'Early Bird', '진세연', '陳世娫', 'Jin Se-yeon', 'Chin Seyŏn', '김윤정', 'Kim Yun-jŏng', 'Gim Yunjeong']",https://en.wikipedia.org/wiki/Jin_Se-yeon
133, Jung Yoo Mi,1991,"Gohan-eup, Jeongseon-gun, Gangwon Province, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,"['정유미', 'Jeong Yu-mi', 'Chŏng Yu-mi']",https://en.wikipedia.org/wiki/Jung_Yoo-mi
134, Ji Jin Hee,1981,"Incheon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/4/49/190701_%EC%A7%80%EC%A7%84%ED%9D%AC.jpg/220px-190701_%EC%A7%80%EC%A7%84%ED%9D%AC.jpg,Ekkeul Entertainment,"[' (1971-06-24) June 24, 1971 (age\xa051)Seoul, South Korea', 'Myongji University - Visual Design', 'Actor', '1999–present', 'Ekkeul Entertainment', 'Lee Su-yon \u200b(m.\xa02004)\u200b[1]', '2', '지진희', '池珍熙', 'Ji Jin-hui', 'Chi Chinhŭi']",https://en.wikipedia.org/wiki/Ji_Jin-hee
135, Kim Hae Sook,1975,,//upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Kim_Hae-sook.2019.jpg/220px-Kim_Hae-sook.2019.jpg,2,"[' (1955-12-30) December 30, 1955 (age\xa066)Busan, South Korea', 'Kyung Hee University', 'Actress', '1975–present', '2', '김해숙', '金海淑', 'Gim Hae-suk', 'Kim Hae-suk']",https://en.wikipedia.org/wiki/Kim_Hae-sook
136, Son Ho Jun,1977,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/17/Son_Ho-joon_in_Feb_2019.png/220px-Son_Ho-joon_in_Feb_2019.png,2006–present,"[' (1984-06-27) June 27, 1984 (age\xa038)Gwangsan, South Jeolla, South Korea', 'Son Ho-joon', 'Songwon University – Department of Entertainment', 'Actor', '2006–present', 'Think Entertainment[1][2]', '손호준', 'Son Ho-jun', 'Son Ho-jun']",https://en.wikipedia.org/wiki/Son_Ho-jun
137, Nam Sang Mi,,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b6/190214_%EB%82%A8%EC%83%81%EB%AF%B8_%281%29.jpg/220px-190214_%EB%82%A8%EC%83%81%EB%AF%B8_%281%29.jpg,Lim Jae-hyun  ​(m. 2015)​,"[' (1984-05-03) May 3, 1984 (age\xa038)Yeongju, North Gyeongsang Province, South Korea', 'Actress', '2001–present', 'JR Entertainment', 'Lim Jae-hyun  \u200b(m.\xa02015)\u200b', '남상미', '南相美', 'Nam Sang-mi', 'Nam Sangmi', 'Official website']",https://en.wikipedia.org/wiki/Nam_Sang-mi
138, Jun Ji Hyun,1988,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/7/73/191112_%EC%A0%84%EC%A7%80%ED%98%84.jpg/200px-191112_%EC%A0%84%EC%A7%80%ED%98%84.jpg,1997–present,"['Wang Ji-hyun (1981-10-30) 30 October 1981 (age\xa041)Seoul, South Korea', 'Gianna Jun', 'Dongguk University', 'Actressmodel', '1997–present', 'Ieum Hashtag', '173\xa0cm (5\xa0ft 8\xa0in)', 'Choi Joon-hyuk \u200b(m.\xa02012)\u200b', '2[1]', '전지현', '全智賢', 'Jeon Ji-hyeon', 'Chŏn Chihyŏn', '왕지현', '王智賢', 'Wang Ji-hyeon', 'Wang Chihyŏn', 'www.giannajun.com']",https://en.wikipedia.org/wiki/Jun_Ji-hyun
139, Ji Chang Wook,1983,"Anyang-si, Gyeonggi-do, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/c/c8/190920_%EC%A7%80%EC%B0%BD%EC%9A%B1_%281%29.jpg/220px-190920_%EC%A7%80%EC%B0%BD%EC%9A%B1_%281%29.jpg,Glorious Entertainment,"[' (1987-07-05) 5 July 1987 (age\xa035)Anyang, Gyeonggi Province, South Korea', 'Dankook University – Department of Performing Arts[1]', 'Actorsinger', '2006–present', 'Glorious Entertainment', '지창욱', '池昌旭', 'Ji Chang-uk', ""Chi Ch'anguk""]",https://en.wikipedia.org/wiki/Ji_Chang-wook
